City_ID,City,Lat,Lng,Current Description,Max Temp,Humidity,Cloudiness,Wind Speed,Country
700,Sahuaripa,29.05,-109.2333,clear sky,98.62,5,0,6.87,MX
701,Kiunga,-6.1219,141.2906,overcast clouds,71.44,96,87,1.39,PG
702,Dudinka,69.4058,86.1778,overcast clouds,13.03,90,100,11.03,RU
703,Broome,42.2506,-75.833,broken clouds,55.4,35,75,13.8,US
704,Bud,39.447,-86.1758,clear sky,73.0,33,1,5.75,US
705,Port Hedland,-20.3167,118.5667,clear sky,71.6,60,5,9.19,AU
706,Tarakan,3.3,117.6333,heavy intensity rain,79.97,80,95,5.46,ID
707,Kota Belud,6.351,116.4305,few clouds,80.6,89,20,4.54,MY
708,Tomatlan,19.9333,-105.25,clear sky,87.6,44,5,10.38,MX
709,Phuket,8.0,98.25,few clouds,86.0,94,20,1.14,TH
710,Bielsk Podlaski,52.7651,23.1865,few clouds,35.01,73,12,1.01,PL
711,Verkhnyaya Inta,65.9811,60.3094,overcast clouds,17.83,96,100,4.38,RU
712,El Tigre,8.8875,-64.2454,overcast clouds,86.11,50,99,13.98,VE
713,Storforshei,66.4043,14.5233,snow,32.0,86,75,13.8,NO
714,Florianopolis,-27.6146,-48.5012,scattered clouds,77.0,69,40,10.36,BR
715,Pingliang,35.5392,106.6861,overcast clouds,40.71,97,100,5.08,CN
716,Rovaniemi,66.5,25.7167,scattered clouds,33.8,86,40,12.66,FI
717,Lircay,-12.9896,-74.7205,overcast clouds,54.12,73,97,8.08,PE
718,Olimpia,-20.7372,-48.9147,few clouds,87.8,30,20,10.36,BR
