City_ID,City,Lat,Lng,Current Description,Max Temp,Humidity,Cloudiness,Wind Speed,Country
346,Port Moresby,-9.4431,147.1797,scattered clouds,75.2,94,40,3.44,PG
347,Dingle,10.9995,122.6711,overcast clouds,74.59,87,96,7.25,PH
348,Nerchinsk,51.9833,116.5833,scattered clouds,30.27,54,27,10.67,RU
349,Umm Lajj,25.0213,37.2685,clear sky,74.28,42,0,10.04,SA
350,Araxa,-19.5933,-46.9406,overcast clouds,72.63,63,100,6.73,BR
351,Duekoue,6.7472,-7.3496,light rain,73.87,93,60,4.34,CI
352,Pouebo,-20.4,164.5667,overcast clouds,76.24,78,87,16.55,NC
353,Maldonado,-34.6667,-54.9167,few clouds,75.99,78,20,14.97,UY
354,Vila Do Maio,15.1333,-23.2167,clear sky,80.6,32,0,16.11,CV
355,Bathsheba,13.2167,-59.5167,scattered clouds,82.4,61,40,14.97,BB
356,Hualmay,-11.0964,-77.6139,scattered clouds,74.19,73,33,8.01,PE
357,Kostomuksha,64.571,30.5767,overcast clouds,36.09,91,99,12.01,RU
358,Vigrestad,58.5667,5.7,light snow,32.0,91,100,11.01,NO
359,Sterling,39.0062,-77.4286,few clouds,71.6,21,20,11.5,US
360,Vinh,18.6667,105.6667,overcast clouds,72.3,95,96,4.68,VN
361,Geraldton,-28.7667,114.6,scattered clouds,69.8,88,40,6.91,AU
362,Tiznit,29.5833,-9.5,clear sky,55.51,77,1,4.16,MA
363,Nishihara,26.1842,127.7558,broken clouds,64.4,68,75,20.71,JP
364,Joao Pinheiro,-17.7425,-46.1725,overcast clouds,76.24,66,98,2.48,BR
365,Abalak,58.1286,68.5944,overcast clouds,32.49,95,100,8.14,RU
366,Abha,18.2164,42.5053,clear sky,66.2,39,0,4.12,SA
367,Riyadh,24.6877,46.7219,clear sky,69.8,17,0,9.22,SA
368,Bambous Virieux,-20.3428,57.7575,broken clouds,80.01,78,52,5.99,MU
369,Mahibadhoo,3.7833,72.9667,clear sky,82.99,75,1,12.62,MV
370,Waycross,31.2136,-82.354,clear sky,73.4,21,1,3.44,US
371,Carora,10.1755,-70.0827,overcast clouds,89.71,38,100,11.43,VE
372,Kibuye,-2.0597,29.3482,light rain,65.66,83,100,1.7,RW
373,Aswan,24.0934,32.907,clear sky,70.32,17,0,8.39,EG
374,Labytnangi,66.6572,66.4183,overcast clouds,24.93,95,100,8.3,RU
375,Altamont,42.2068,-121.7372,clear sky,64.0,22,1,6.91,US
376,Pangkalanbuun,-2.6833,111.6167,overcast clouds,73.02,96,100,2.64,ID
377,Tagusao,9.1924,117.8141,overcast clouds,77.72,81,94,5.44,PH
378,Katangli,51.7102,143.2326,clear sky,14.65,78,4,9.04,RU
379,Nabire,-3.3667,135.4833,broken clouds,74.23,90,64,3.13,ID
380,Plonsk,52.6235,20.3755,clear sky,39.99,65,0,9.22,PL
381,Kholodnyy,62.7167,147.95,overcast clouds,-2.42,90,100,4.32,RU
382,Mogadishu,2.0371,45.3438,broken clouds,81.84,78,84,10.96,SO
383,Ringas,27.35,75.5667,haze,77.0,29,20,2.3,IN
384,Provideniya,64.3833,-173.3,clear sky,3.2,60,0,4.47,RU
385,Burgeo,47.6167,-57.6152,overcast clouds,44.78,93,100,26.4,CA
386,Pointe Michel,15.25,-61.3833,few clouds,84.2,54,20,9.22,DM
387,Veraval,20.9,70.3667,clear sky,78.01,79,0,8.79,IN
388,Nanortalik,60.1432,-45.2371,few clouds,34.95,88,18,7.56,GL
389,Gambo,4.6482,22.2633,broken clouds,74.93,59,61,0.94,CF
390,Maragogi,-9.0122,-35.2225,few clouds,79.66,78,16,8.59,BR
391,Labrea,-7.2586,-64.7981,overcast clouds,77.07,95,99,3.76,BR
392,San Quintin,30.4833,-115.95,few clouds,67.32,61,14,17.65,MX
393,Miguel Hidalgo,19.4225,-99.2028,clear sky,78.8,9,1,8.05,MX
394,De-Kastri,51.4667,140.7833,clear sky,22.37,70,8,2.84,RU
395,Akyab,20.15,92.9,clear sky,76.26,81,0,7.11,MM
396,Severo-Kurilsk,50.6789,156.125,overcast clouds,29.01,85,92,14.23,RU
397,Ahipara,-35.1667,173.1667,overcast clouds,65.07,72,95,4.41,NZ
398,Sitka,57.0531,-135.33,light rain,39.2,93,75,4.61,US
399,Viedma,-40.8135,-62.9967,clear sky,85.75,28,0,18.32,AR
400,Kabo,7.6994,18.629,few clouds,84.52,19,11,4.38,CF
401,Tarko-Sale,64.9225,77.785,overcast clouds,31.98,95,100,12.59,RU
402,Kaeo,-35.1,173.7833,overcast clouds,57.0,98,90,2.48,NZ
403,Namibe,-15.1961,12.1522,overcast clouds,78.71,83,97,4.18,AO
404,Kampot,10.6167,104.1833,broken clouds,78.8,94,75,2.3,KH
405,Katobu,-4.9408,122.5276,overcast clouds,75.79,92,100,4.41,ID
406,Newport,51.5877,-2.9984,few clouds,48.0,85,19,1.01,GB
407,Tura,25.5198,90.2201,broken clouds,68.95,42,67,1.48,IN
408,Tokat,40.4167,36.5833,scattered clouds,41.9,61,41,8.23,TR
409,Liku,-0.7275,119.8922,overcast clouds,74.71,89,100,1.23,ID
410,Lodja,-3.4833,23.4333,overcast clouds,67.57,97,95,1.12,CD
411,Kolyvan,55.3053,82.7391,clear sky,28.0,86,0,3.22,RU
412,Banda Aceh,5.5577,95.3222,overcast clouds,79.68,79,100,8.63,ID
413,Korla,41.7597,86.1469,clear sky,48.67,31,6,14.23,CN
414,Sao Geraldo Do Araguaia,-6.4006,-48.555,scattered clouds,79.34,85,50,0.96,BR
415,Lahat,-3.8,103.5333,overcast clouds,71.83,80,100,2.44,ID
416,Ayagoz,47.9714,80.4392,clear sky,37.62,54,2,2.93,KZ
417,Belogorsk,50.9158,128.4611,overcast clouds,33.51,79,100,7.38,RU
418,Sao Filipe,14.8961,-24.4956,few clouds,74.37,71,11,8.37,CV
419,Neuquen,-38.9516,-68.0591,few clouds,89.6,31,20,9.22,AR
420,Vila Velha,-20.3297,-40.2925,scattered clouds,80.6,69,40,12.66,BR
421,Weihe,32.9952,105.3247,overcast clouds,43.75,94,100,1.12,CN
422,Bonnyville,54.2668,-110.735,few clouds,50.0,43,20,6.91,CA
423,Takaka,-40.85,172.8,broken clouds,64.0,89,51,8.99,NZ
424,Teruel,40.6667,-0.6667,clear sky,51.8,82,0,4.61,ES
425,Poltava,49.5937,34.5407,light rain,41.54,68,56,3.2,UA
426,Almaznyy,48.0448,40.045,light rain,37.4,93,75,6.71,RU
427,Mindelo,16.8901,-24.9804,few clouds,73.4,73,20,29.93,CV
428,Ribeira Grande,38.5167,-28.7,broken clouds,60.8,94,75,17.27,PT
429,Biltine,14.5333,20.9167,broken clouds,85.08,10,65,15.35,TD
430,Deori,21.45,82.6167,clear sky,77.94,9,0,5.91,IN
431,Pravia,43.4906,-6.1508,few clouds,48.2,81,20,5.75,ES
432,Canela,-29.3656,-50.8156,broken clouds,80.01,73,81,3.0,BR
433,Srednekolymsk,67.45,153.6833,overcast clouds,-5.75,97,90,6.76,RU
434,Matara,5.9485,80.5353,overcast clouds,75.36,88,100,6.44,LK
435,Yining,29.0361,114.5636,light rain,52.74,84,100,1.74,CN
436,Jiayuguan,39.8167,98.3,broken clouds,39.69,58,52,1.72,CN
437,Sinnamary,5.3833,-52.95,light rain,78.28,86,99,9.24,GF
438,Ormara,25.2088,64.6357,clear sky,79.09,83,5,7.0,PK
439,Camopi,3.1655,-52.3158,overcast clouds,76.62,97,100,3.62,GF
440,Bara,10.3744,10.7288,few clouds,85.1,13,14,8.32,NG
441,Strelka,58.0728,93.0344,overcast clouds,33.08,99,100,2.62,RU
442,Nokaneng,-19.6667,22.2667,clear sky,73.81,43,0,7.07,BW
443,Mount Gambier,-37.8333,140.7667,broken clouds,57.2,72,78,9.22,AU
444,Beruwala,6.4788,79.9828,overcast clouds,78.93,79,94,5.32,LK
445,Mana,5.6592,-53.7767,light rain,79.21,84,77,9.86,GF
446,Osa,57.2829,55.4567,snow,29.88,96,100,8.55,RU
447,Taltal,-25.4,-70.4833,few clouds,68.2,70,19,5.14,CL
448,Grindavik,63.8424,-22.4338,broken clouds,19.4,42,75,12.66,IS
449,Rafsanjan,30.4067,55.9939,scattered clouds,56.77,15,41,7.09,IR
450,Raudeberg,61.9875,5.1352,light snow,30.2,64,75,26.46,NO
451,Fenoarivo,-18.933,47.4354,light intensity drizzle,66.2,94,75,1.14,MG
452,Sambava,-14.2667,50.1667,overcast clouds,78.06,85,99,5.73,MG
453,Jaggayyapeta,16.9,80.1,scattered clouds,80.78,79,35,7.45,IN
454,Necochea,-38.5473,-58.7368,clear sky,80.01,44,8,8.01,AR
455,Granja,-3.1203,-40.8261,overcast clouds,75.51,94,100,5.46,BR
456,Balyaga,51.1507,108.921,overcast clouds,28.9,86,100,4.21,RU
457,Blagoyevo,63.3667,47.9167,few clouds,21.52,94,18,4.7,RU
458,Alyangula,-13.8483,136.4192,broken clouds,78.39,62,58,5.28,AU
459,Laguna,38.421,-121.4238,clear sky,69.01,48,1,4.61,US
460,Honiara,-9.4333,159.95,scattered clouds,81.12,82,30,2.53,SB
461,Kidal,18.4411,1.4078,clear sky,83.82,5,0,9.01,ML
462,Barra Do Garcas,-15.89,-52.2567,very heavy rain,87.8,58,75,3.04,BR
463,Aksum,14.1245,38.7244,clear sky,62.94,54,2,6.76,ET
464,Roma,43.2128,-75.4557,scattered clouds,59.0,31,40,12.66,US
465,Oistins,13.0667,-59.5333,scattered clouds,82.4,61,40,14.97,BB
466,Beloha,-25.1667,45.05,light rain,67.42,89,12,6.87,MG
467,Ngunguru,-35.6167,174.5,overcast clouds,57.0,98,87,5.03,NZ
468,Akdepe,42.0551,59.3788,clear sky,51.8,71,0,6.91,TM
469,Banagher,53.1886,-7.9867,overcast clouds,46.99,79,97,8.99,IE
470,Rybnaya Sloboda,55.4613,50.1409,clear sky,30.2,74,0,6.71,RU
471,Port Blair,11.6667,92.75,few clouds,78.96,80,22,2.51,IN
472,Skjervoy,70.0311,20.9714,overcast clouds,31.12,75,95,7.31,NO
473,Flinders,-34.5833,150.8552,scattered clouds,69.01,91,26,1.01,AU
474,Channel-Port Aux Basques,47.5702,-59.1367,overcast clouds,40.87,97,100,29.93,CA
475,Bantogon,6.5333,124.0333,overcast clouds,78.55,80,100,3.6,PH
476,Yairipok,24.6667,94.0667,scattered clouds,57.76,33,34,1.28,IN
477,Hun,29.1268,15.9477,overcast clouds,78.17,9,100,11.56,LY
478,Bol,13.4586,14.7147,scattered clouds,82.18,40,25,10.31,TD
479,Buala,-8.145,159.5921,light rain,81.75,82,78,3.85,SB
480,Niquero,20.0431,-77.5828,few clouds,84.54,47,14,13.87,CU
481,Pathein,16.7833,94.7333,overcast clouds,73.33,78,96,6.87,MM
482,Thabazimbi,-24.5917,27.4116,clear sky,63.88,74,0,3.27,ZA
483,Kyra,49.5776,111.9753,clear sky,28.31,77,9,5.28,RU
484,Mandalgovi,45.7625,106.2708,scattered clouds,32.34,26,25,3.06,MN
485,Mecca,21.4267,39.8261,overcast clouds,76.96,37,100,7.18,SA
486,San Jeronimo,-11.9472,-75.2829,overcast clouds,58.71,63,85,2.59,PE
487,Trinidad,-14.8333,-64.9,broken clouds,84.2,79,75,5.75,BO
488,Angoche,-16.2325,39.9086,light rain,76.21,87,9,7.72,MZ
489,Vardo,70.3705,31.1107,overcast clouds,36.25,89,100,18.39,NO
490,Chernyshevskiy,63.0128,112.4714,broken clouds,-26.1,100,66,3.83,RU
491,Jimani,18.4917,-71.8502,scattered clouds,84.2,65,40,13.8,DO
492,Muzhi,65.3667,64.6667,overcast clouds,28.26,97,100,5.12,RU
493,Chapais,49.7834,-74.8492,overcast clouds,41.0,56,90,5.75,CA
494,Praia Da Vitoria,38.7333,-27.0667,broken clouds,60.01,94,75,8.97,PT
495,Bowmore,34.9421,-79.3031,clear sky,75.99,17,1,17.27,US
496,Nata,8.3333,-80.5167,broken clouds,87.8,62,75,16.11,PA
497,Rincon,32.296,-81.2354,clear sky,73.99,23,1,9.22,US
498,Yeppoon,-23.1333,150.7333,light rain,71.6,94,90,6.91,AU
499,Izhma,65.0083,53.9113,broken clouds,21.72,93,60,3.65,RU
500,Yar-Sale,66.8333,70.8333,light snow,31.73,98,100,5.61,RU
501,Goya,-29.14,-59.2626,clear sky,82.63,49,1,3.27,AR
502,Jiwani,25.05,61.7417,clear sky,80.53,72,0,10.27,PK
503,Port Pirie,-33.1833,138.0167,clear sky,62.6,94,0,6.91,AU
504,Comodoro Rivadavia,-45.8667,-67.5,clear sky,82.4,24,0,10.36,AR
505,Saint-Louis,16.3333,-15.0,overcast clouds,94.32,8,92,10.31,SN
506,Porto Santo,33.072,-16.3415,few clouds,60.8,72,20,2.3,PT
507,Tres Arroyos,-38.3739,-60.2798,few clouds,75.88,45,15,11.95,AR
508,Haimen,23.1935,116.6142,mist,66.2,88,90,6.71,CN
509,Aojiang,22.9421,116.0359,overcast clouds,66.45,84,100,13.65,CN
510,Galich,58.3797,42.3475,broken clouds,25.0,97,53,4.27,RU
511,Guantanamo,20.1444,-75.2092,broken clouds,87.8,45,75,13.8,CU
512,Susanville,40.4163,-120.653,clear sky,69.8,13,1,16.11,US
513,Abeche,13.8292,20.8324,broken clouds,84.34,11,69,13.49,TD
514,Royan,45.6285,-1.0281,clear sky,53.6,50,0,8.05,FR
515,Acapulco,16.8634,-99.8901,clear sky,86.0,66,1,11.5,MX
516,Urumqi,43.801,87.6005,clear sky,42.8,61,0,6.71,CN
517,Port-Cartier,50.0334,-66.8654,snow,35.01,75,90,5.75,CA
518,Praia,14.9215,-23.5087,clear sky,80.6,32,0,16.11,CV
519,Gat,31.61,34.7642,clear sky,60.01,81,0,1.01,IL
520,Pisco,-13.7,-76.2167,clear sky,82.4,54,0,13.8,PE
521,Sai Buri,6.7013,101.6168,heavy intensity rain,78.12,84,98,2.42,TH
522,Choya,52.0108,86.5467,broken clouds,31.3,95,81,3.94,RU
523,Iskateley,67.6803,53.1512,few clouds,12.42,94,22,7.92,RU
524,Brae,60.3964,-1.353,light snow,30.2,55,75,36.82,GB
525,Marzuq,14.4,46.4667,clear sky,70.07,20,2,4.47,YE
526,Playa Del Carmen,20.6274,-87.0799,few clouds,80.6,54,20,10.36,MX
527,Mogok,22.9167,96.5,broken clouds,58.86,69,81,2.37,MM
528,Hammerfest,70.6634,23.6821,scattered clouds,28.4,86,40,8.05,NO
529,Daloa,6.8774,-6.4502,broken clouds,78.19,77,67,3.51,CI
530,Sapa,5.1544,120.3241,overcast clouds,79.59,81,92,3.69,PH
531,Ixtapa,20.7,-105.2,clear sky,80.6,74,1,12.66,MX
532,Nanga Eboko,4.6833,12.3667,scattered clouds,78.17,43,45,3.62,CM
533,Tezu,27.9167,96.1667,clear sky,68.59,32,7,5.61,IN
534,Ilawa,53.596,19.5685,broken clouds,39.99,69,81,5.99,PL
535,Fereydun Kenar,36.6864,52.5225,clear sky,55.54,70,0,10.0,IR
536,College,64.8569,-147.8028,light snow,33.01,80,90,11.5,US
537,Cancun,21.1743,-86.8466,scattered clouds,80.6,50,40,14.97,MX
538,Karonga,-9.9333,33.9333,light rain,72.37,86,40,4.18,MW
539,Bloemhof,-27.6469,25.607,clear sky,66.81,41,0,3.96,ZA
540,Marsa Matruh,31.3525,27.2453,clear sky,66.2,42,0,6.91,EG
541,Vicosa,-20.7539,-42.8819,broken clouds,66.99,90,55,6.69,BR
542,San Estanislao,10.3983,-75.1511,overcast clouds,90.54,46,93,8.05,CO
543,Haines Junction,60.7522,-137.5108,overcast clouds,39.2,35,100,3.44,CA
544,North Bend,43.4065,-124.2243,scattered clouds,57.0,76,40,19.57,US
545,Namatanai,-3.6667,152.4333,light rain,78.85,83,89,4.05,PG
546,Melbu,68.5044,14.8297,scattered clouds,28.4,80,40,8.05,NO
547,Santander,43.4647,-3.8044,clear sky,51.01,76,0,4.61,ES
548,Petropavlovsk-Kamchatskiy,53.0452,158.6483,few clouds,33.8,64,20,8.95,RU
549,De Aar,-30.6497,24.0123,clear sky,71.19,33,0,4.07,ZA
550,Lucea,18.451,-78.1736,scattered clouds,82.99,69,40,24.16,JM
551,Port Arthur,38.8,121.2667,clear sky,51.8,40,0,11.18,CN
552,Moron,-34.6534,-58.6198,clear sky,78.8,44,0,9.22,AR
553,Aller,43.1187,-5.5839,clear sky,50.0,43,0,2.3,ES
554,Joshimath,30.5667,79.5667,scattered clouds,49.78,31,28,7.92,IN
555,Port-Gentil,-0.7193,8.7815,few clouds,82.4,89,20,9.22,GA
556,Sept-Iles,50.2001,-66.3821,snow,35.01,75,90,5.75,CA
557,Brighton,50.8284,-0.1395,clear sky,46.0,92,10,1.01,GB
558,Lusambo,-4.9667,23.45,broken clouds,70.83,98,74,2.39,CD
559,Ginir,7.1333,40.7,clear sky,60.78,68,2,4.21,ET
560,Ilebo,-4.3167,20.5833,overcast clouds,71.26,98,100,2.17,CD
561,Rio Gallegos,-51.6226,-69.2181,clear sky,46.4,66,0,12.66,AR
562,Turayf,31.6725,38.6637,clear sky,57.2,35,0,4.61,SA
563,Kankan,10.3854,-9.3057,scattered clouds,89.8,20,36,3.42,GN
564,Bulawayo,-20.15,28.5833,clear sky,60.3,84,0,7.27,ZW
565,Orocue,4.7912,-71.3354,moderate rain,86.23,60,100,8.41,CO
566,Baykit,61.67,96.37,light snow,19.81,96,100,3.11,RU
567,Porto Novo,6.4965,2.6036,scattered clouds,84.2,84,40,11.5,BJ
568,Saint-Raymond,45.467,-73.6095,scattered clouds,55.99,30,48,4.61,CA
569,Scarborough,54.2797,-0.4044,overcast clouds,46.0,70,100,5.01,GB
570,Kamaishi,39.2667,141.8833,overcast clouds,43.63,91,100,17.07,JP
571,Arman,59.7,150.1667,overcast clouds,12.45,68,100,8.05,RU
572,Oruro,-17.9833,-67.15,overcast clouds,52.32,49,91,0.63,BO
573,Zhanaozen,43.3,52.8,clear sky,47.16,68,1,7.11,KZ
574,Yichang,30.7144,111.2847,light rain,51.01,79,100,1.36,CN
575,Marsala,37.7966,12.4352,clear sky,57.2,88,0,2.3,IT
576,Margate,51.3813,1.3862,few clouds,46.0,77,23,1.99,GB
577,Tecoanapa,16.5167,-98.75,clear sky,86.65,49,0,12.3,MX
578,Tulun,54.5611,100.5792,overcast clouds,25.14,98,96,0.72,RU
579,Kapoeta,4.7717,33.5903,overcast clouds,80.71,48,97,8.01,SS
580,Port Keats,-14.25,129.55,overcast clouds,75.74,82,100,7.54,AU
581,Port Augusta,-32.5,137.7667,clear sky,62.6,94,0,6.91,AU
582,Baykalovo,57.3981,63.7684,overcast clouds,33.69,98,100,4.99,RU
583,Maur,30.0833,75.25,broken clouds,73.29,27,73,7.85,IN
584,Tucuman,-26.8241,-65.2226,broken clouds,77.0,73,75,11.5,AR
585,Heze,35.2431,115.4411,light rain,44.2,45,21,3.44,CN
586,Zeya,53.75,127.2667,overcast clouds,19.9,95,100,3.56,RU
587,Kologriv,58.8275,44.3178,scattered clouds,23.81,96,40,3.71,RU
588,Brigantine,39.4101,-74.3646,clear sky,66.2,26,1,12.66,US
589,San Andres,12.5847,-81.7006,few clouds,87.8,62,20,13.8,CO
590,Amudat,1.95,34.95,light rain,69.49,82,100,6.46,UG
591,Miri,4.4148,114.0089,scattered clouds,75.2,94,40,2.3,MY
592,Ust-Barguzin,53.45,108.9833,scattered clouds,18.7,97,39,2.01,RU
593,Vanderhoof,54.0166,-124.0198,clear sky,44.35,42,1,9.1,CA
594,Mbekenyera,-10.0,38.9833,overcast clouds,71.01,97,99,3.13,TZ
595,Gornyy,55.1153,83.9059,broken clouds,28.0,68,70,4.97,RU
596,Weligama,5.9667,80.4167,overcast clouds,76.28,86,100,6.87,LK
597,Bakel,14.905,-12.4568,broken clouds,93.42,8,72,4.03,SN
598,Kloulklubed,7.0419,134.2556,broken clouds,77.0,88,75,5.08,PW
599,Puerto Colombia,10.9878,-74.9547,broken clouds,79.59,78,74,20.47,CO
600,Aparecida Do Taboado,-20.0867,-51.0936,broken clouds,86.16,33,65,7.16,BR
601,Kapra,17.4846,78.561,mist,81.0,89,40,4.61,IN
602,Bariadi,-2.8,33.9833,moderate rain,65.35,93,100,4.68,TZ
603,Cayenne,4.9333,-52.3333,overcast clouds,82.4,83,90,9.22,GF
604,Coihaique,-45.5752,-72.0662,broken clouds,62.6,67,75,3.44,CL
605,Pavlovka,52.6897,47.1405,broken clouds,28.99,98,65,6.55,RU
606,Cabra,37.4725,-4.4421,clear sky,62.01,63,10,5.99,ES
607,Manokwari,-0.8667,134.0833,overcast clouds,78.19,81,100,3.98,ID
608,Mikhaylovskoye,51.8239,79.7172,scattered clouds,26.06,84,45,7.07,RU
609,Almaty,43.25,76.95,overcast clouds,51.8,66,90,4.47,KZ
610,Tilichiki,60.4667,166.1,light snow,11.91,91,100,15.37,RU
611,China,25.7,-99.2333,clear sky,84.38,31,4,17.36,MX
612,Lingao,19.9103,109.6859,clear sky,74.21,92,3,10.04,CN
613,Berlevag,70.8578,29.0864,snow,34.61,98,100,7.96,NO
614,Bilibino,68.0546,166.4372,scattered clouds,-9.38,94,40,1.77,RU
615,Novovasylivka,46.8315,35.7536,overcast clouds,39.6,89,100,3.44,UA
616,Itarema,-2.9248,-39.9167,overcast clouds,79.81,81,99,13.15,BR
617,Tutayev,57.8853,39.5406,light snow,32.0,69,0,4.47,RU
618,Natal,-5.795,-35.2094,few clouds,84.2,74,20,12.66,BR
619,Santa Barbara,34.7333,-120.0343,clear sky,75.0,46,1,10.36,US
620,Oksfjord,70.2396,22.3479,light snow,30.2,74,75,5.75,NO
621,Fairbanks,64.8378,-147.7164,light snow,34.0,93,90,12.66,US
622,Nyurba,63.2842,118.3319,overcast clouds,-18.62,99,99,2.82,RU
623,Berbera,10.4396,45.0143,few clouds,78.64,69,19,2.73,SO
624,Kudahuvadhoo,2.6708,72.8944,clear sky,83.34,75,6,15.17,MV
625,Avera,33.194,-82.5271,clear sky,73.4,20,1,5.75,US
626,Diffa,13.3154,12.6113,clear sky,83.32,10,1,8.95,NE
627,Miraflores,19.2167,-98.8083,clear sky,78.8,9,1,8.05,MX
628,Tobati,-25.25,-57.0667,few clouds,89.6,48,20,5.75,PY
629,Gorodets,56.6514,43.475,clear sky,30.2,86,0,4.47,RU
630,Manta,-0.95,-80.7333,overcast clouds,82.4,69,90,4.61,EC
631,Abu Kamal,34.4506,40.9171,clear sky,64.53,37,0,2.46,SY
632,Lahaina,20.8783,-156.6825,scattered clouds,75.2,88,40,18.41,US
633,Husavik,66.0449,-17.3389,overcast clouds,17.6,67,90,18.41,IS
634,Rio Grande,-32.035,-52.0986,scattered clouds,78.8,69,40,20.71,BR
635,Mayumba,-3.432,10.6554,overcast clouds,79.45,88,100,7.18,GA
636,Tigil,57.8,158.6667,overcast clouds,22.84,89,100,3.11,RU
637,Bastrop,32.7562,-91.8724,clear sky,75.2,28,1,3.44,US
638,Morshansk,53.4435,41.8107,clear sky,31.53,93,6,3.0,RU
639,Ashqelon,31.6693,34.5715,clear sky,60.01,77,0,5.75,IL
640,Hofn,64.2539,-15.2082,scattered clouds,16.97,57,45,19.66,IS
641,Pangody,65.85,74.4859,overcast clouds,31.62,92,100,10.94,RU
642,Rodrigues Alves,-7.738,-72.6509,broken clouds,84.2,74,75,3.44,BR
643,Kizukuri,40.8061,140.3861,overcast clouds,42.01,90,100,1.99,JP
644,Killybegs,54.6333,-8.45,overcast clouds,46.4,93,90,17.27,IE
645,Palauig,15.435,119.9045,few clouds,78.96,71,14,3.51,PH
646,Shiyan,32.6475,110.7781,light rain,49.21,67,100,1.1,CN
647,Soure,-0.7167,-48.5233,overcast clouds,79.56,85,97,10.67,BR
648,Bubaque,11.2833,-15.8333,few clouds,75.6,74,19,18.84,GW
649,Nosy Varika,-20.5833,48.5333,few clouds,76.06,92,18,7.63,MG
650,Olafsvik,64.8945,-23.7142,overcast clouds,19.53,52,100,14.25,IS
651,Rockhampton,-23.3833,150.5,drizzle,71.6,94,90,6.91,AU
652,Jacksonville,30.3322,-81.6556,few clouds,75.0,28,20,5.75,US
653,Van,38.4924,43.3831,scattered clouds,37.4,65,40,2.04,TR
654,Barabinsk,55.3571,78.357,overcast clouds,24.73,89,100,9.57,RU
655,Iqaluit,63.7506,-68.5145,few clouds,10.4,79,20,3.44,CA
656,Vieux-Habitants,16.0589,-61.7659,few clouds,82.4,61,20,12.66,GP
657,Okha,53.5739,142.9478,clear sky,8.35,87,4,9.73,RU
658,Aras,42.5617,-2.356,clear sky,50.0,50,0,10.36,ES
659,Okhotsk,59.3833,143.3,light snow,20.01,95,100,2.68,RU
660,Saint-Francois,46.4154,3.9054,clear sky,37.0,76,4,1.86,FR
661,Wabash,40.7978,-85.8205,clear sky,73.0,36,9,4.0,US
662,Guaratinga,-16.5667,-39.5667,broken clouds,77.0,83,75,3.44,BR
663,Yerbogachen,61.2767,108.0108,overcast clouds,-20.06,100,94,2.84,RU
664,Thinadhoo,0.5333,72.9333,few clouds,83.07,76,22,16.75,MV
665,Leeton,-34.5667,146.4,clear sky,53.6,94,0,1.92,AU
666,Tonj,7.2737,28.6822,overcast clouds,86.27,19,90,5.01,SS
667,Bonthe,7.5264,-12.505,broken clouds,79.95,85,60,7.38,SL
668,Chaman,30.9236,66.4512,overcast clouds,66.27,42,100,4.94,PK
669,Takapau,-40.0333,176.35,overcast clouds,61.0,80,100,5.01,NZ
670,Inirida,3.8653,-67.9239,overcast clouds,78.93,94,100,1.03,CO
671,Bandarbeyla,9.4942,50.8122,broken clouds,78.55,79,53,3.96,SO
672,Hobyo,5.3505,48.5268,broken clouds,82.51,68,62,14.05,SO
673,Nordby,55.446,8.3979,broken clouds,43.0,87,75,25.32,DK
674,Zhigansk,66.7697,123.3711,broken clouds,-24.84,100,76,5.14,RU
675,Itambacuri,-18.0311,-41.685,broken clouds,71.58,92,79,2.46,BR
676,Horizontina,-27.6258,-54.3078,overcast clouds,78.01,54,92,3.4,BR
677,Quepos,9.4236,-84.1652,few clouds,84.2,53,20,19.57,CR
678,Sehithwa,-20.4667,22.7167,clear sky,74.03,43,0,6.44,BW
679,Ubinskoye,55.3068,79.6802,overcast clouds,24.24,90,100,7.96,RU
680,Letlhakane,-21.4167,25.5833,few clouds,72.18,49,23,8.08,BW
681,Yabelo,4.8833,38.0833,broken clouds,61.74,74,66,6.02,ET
682,Berdigestyakh,62.0989,126.6992,overcast clouds,-15.29,99,100,3.06,RU
683,Mareeba,-17.0,145.4333,overcast clouds,75.2,88,90,5.75,AU
684,Yeniseysk,58.4497,92.1703,overcast clouds,32.61,99,100,2.77,RU
685,Mumbwa,-14.9783,27.0619,clear sky,61.45,84,0,4.72,ZM
686,Waipawa,-41.4122,175.5153,scattered clouds,64.99,82,40,16.11,NZ
687,Etchoropo,26.7667,-109.6667,clear sky,96.01,31,8,10.45,MX
688,Aitape,-3.1374,142.3475,broken clouds,78.19,87,81,4.97,PG
689,Vao,-22.6667,167.4833,clear sky,75.88,63,2,21.45,NC
690,Ossora,59.2353,163.0719,snow,17.64,91,100,24.63,RU
691,Pontianak,-0.0333,109.3333,mist,75.2,100,40,1.14,ID
692,Talnakh,69.4865,88.3972,overcast clouds,4.1,72,100,11.54,RU
693,Sayyan,15.1718,44.3244,clear sky,58.77,18,0,7.05,YE
694,Oga,46.4631,10.347,clear sky,43.0,64,0,9.22,IT
695,Gao,16.6362,1.637,clear sky,82.49,5,0,8.08,ML
696,Shatrovo,56.5167,64.6333,overcast clouds,33.03,98,100,6.11,RU
697,Kiruna,67.8557,20.2251,snow,28.4,100,90,5.75,SE
698,Homer,59.6425,-151.5483,light rain,39.2,87,90,13.8,US
699,Novo Aripuana,-5.1206,-60.3797,overcast clouds,82.85,78,100,0.83,BR
